k,inertia,silhouette,nmi,ari,ami,variant,vocabulary,n_components
30,1297.6885397063324,-0.0075962451467758854,0.2570684176814653,0.06590651178461551,0.21708883276855806,min_df5,5062,200
31,1294.6644369368398,-0.004368010957332956,0.26062609087668515,0.06683356434839605,0.21973127992172,min_df5,5062,200
32,1290.321676274205,-0.002372222433091406,0.2635593773344735,0.06327951710387998,0.22133620744255494,min_df5,5062,200
33,1290.4736947456688,-0.0070864383233592235,0.27679512139840456,0.061561390391965815,0.23358092400936128,min_df5,5062,200
34,1284.0163299018668,-0.0016779237942394897,0.26637808175577815,0.06138017830586515,0.22184633653206934,min_df5,5062,200
35,1286.6074890123234,-0.006583975643002824,0.26896960613325366,0.058144262919010155,0.2238787220305012,min_df5,5062,200
36,1284.1042153867065,-0.0063735835804697655,0.27990230147824047,0.05883614978022364,0.23378902369078217,min_df5,5062,200
37,1274.0138174661513,0.003992222237029654,0.278642379457636,0.06277093915805713,0.23177548882240398,min_df5,5062,200
38,1273.2116238697652,0.003234570316099408,0.2806352811868907,0.06421625635272335,0.2332409749662558,min_df5,5062,200
39,1272.6432919700292,0.0001602242172690575,0.2786660308627784,0.06113128207810482,0.23024461740054974,min_df5,5062,200
40,1267.9457749302658,0.0027984058458150373,0.2934670533423729,0.06684572324509412,0.2447124459563172,min_df5,5062,200
2,1554.131560509731,-0.008673179086448182,0.0010456325286421733,-4.505476904725643e-06,-1.557888407021936e-05,min_df5,5062,300
3,1508.3984906342357,0.000645447804057959,0.05380872340412641,0.016263568044216754,0.05036858535548888,min_df5,5062,300
4,1495.5897063615294,-0.010105684229557732,0.06527871060776087,0.01811004739964061,0.05981247930612095,min_df5,5062,300
5,1491.5337399658088,-0.025016594165820562,0.06356194150938584,0.017293147943512478,0.05542181434525469,min_df5,5062,300
6,1480.7286999281994,-0.02019366088255073,0.07437602225010466,0.019476532790334972,0.06429206123244177,min_df5,5062,300
7,1479.8013769581253,-0.021121543910929835,0.07483457108130288,0.019433811324513908,0.06405058320376392,min_df5,5062,300
8,1467.843004943911,-0.022825188562813476,0.09270568194237319,0.023667225918561147,0.07943847632689735,min_df5,5062,300
9,1466.8510928427877,-0.032140872708235305,0.09425971467872074,0.02313080038937794,0.08002369566152638,min_df5,5062,300
10,1466.2296866761296,-0.03363939456065284,0.09543356109703753,0.024099376915712768,0.08056505009168478,min_df5,5062,300
11,1459.3359622117548,-0.031413936104661214,0.13244726629986384,0.03922732750864341,0.11671720169577866,min_df5,5062,300
12,1456.7015100494518,-0.03141093253747517,0.13581508352100988,0.04003977851819492,0.11869763932091251,min_df5,5062,300
13,1450.8377756956177,-0.029438746720357293,0.1540945542035404,0.04287369770091685,0.13555966681816695,min_df5,5062,300
14,1448.8982998228416,-0.029113670665480405,0.15646971264962994,0.04333394819213123,0.13644461761431162,min_df5,5062,300
15,1447.921900329414,-0.0300742816803417,0.15678468355940334,0.043261315225980326,0.13620609122897243,min_df5,5062,300
16,1447.5342693313485,-0.031197553647529176,0.14874626440521685,0.03997215614311309,0.12689111375433448,min_df5,5062,300
17,1442.6375277372351,-0.029830550529866814,0.15154799703668648,0.03781066242794287,0.12791900737795578,min_df5,5062,300
18,1436.084988088988,-0.027918456450545893,0.15797516384939117,0.03666263706754252,0.1326663639308491,min_df5,5062,300
19,1431.992177158743,-0.026225818497330758,0.15877226976669545,0.03614079865201118,0.13193110291929408,min_df5,5062,300
20,1427.6800471923882,-0.024641738013873746,0.17034104608257533,0.038349589626183365,0.14216386611876025,min_df5,5062,300
21,1421.9368782425054,-0.01247237820554693,0.17707356019363824,0.04233976451647294,0.14724151661229307,min_df5,5062,300
22,1418.4581046798535,-0.011631347850201583,0.17284792600097482,0.040051452300598187,0.14086292912298,min_df5,5062,300
23,1416.9420397115982,-0.011649235474285395,0.19251414206899567,0.04420047238026182,0.1593594320066397,min_df5,5062,300
24,1410.985165234917,-0.009702079631583826,0.19269549449245552,0.04441037959973488,0.15798277716954112,min_df5,5062,300
25,1409.8726357054832,-0.009713280603995974,0.19010080547691036,0.04279934665298747,0.1544723559531377,min_df5,5062,300
26,1408.9614082896446,-0.011026106854596908,0.1917951942048312,0.043913305606181036,0.1557470881567819,min_df5,5062,300
27,1406.7988236414074,-0.01116575867759615,0.1922095522150036,0.04422877312184214,0.15539199293894979,min_df5,5062,300
28,1403.4553943585365,-0.00852008861173453,0.19422410894856504,0.04406651575193317,0.15593666765943545,min_df5,5062,300
29,1397.7421152813056,-0.0070624527207236104,0.21717015926047165,0.04473066460831383,0.1787418616061748,min_df5,5062,300
30,1395.8462985008819,-0.007448244438120671,0.21799230560609528,0.044101912354436223,0.178347632036997,min_df5,5062,300
31,1397.1505670967322,-0.009903958471061576,0.22748138109054844,0.0439581390222739,0.18744315839266462,min_df5,5062,300
32,1394.1583576166768,-0.009123315831880956,0.23054578727762057,0.043696322334044774,0.18910757092327568,min_df5,5062,300
33,1389.9499609977515,-0.0077566580399780274,0.22160551573219764,0.04304935173936286,0.17835088958352296,min_df5,5062,300
34,1388.8615457127762,-0.007854781663416572,0.23607850299932764,0.044929191264684365,0.1919436250191861,min_df5,5062,300
35,1388.0955250820489,-0.008178883515286731,0.23634028297684878,0.04410702234827093,0.19133868643983348,min_df5,5062,300
36,1384.9715629740044,-0.006789661482021625,0.23705061563670085,0.04265107412623814,0.19045449262101216,min_df5,5062,300
37,1380.6267740774178,-0.006399523502406534,0.22885602741425612,0.04273914998457783,0.18078559036079106,min_df5,5062,300
38,1380.432884014339,-0.005713096508477897,0.23726703515733463,0.04289320121455453,0.18778910837811005,min_df5,5062,300
39,1373.9758630591832,-0.01609000766337953,0.23602240122952226,0.03948973128983028,0.1856230088519659,min_df5,5062,300
40,1368.4994124975995,-0.013816916241627824,0.2406554628588739,0.04067743535756573,0.1893722142402337,min_df5,5062,300
2,1381.135808791384,0.03795090012066074,0.07744937981797169,0.024598530595798664,0.07490141563748909,min_df5_sublinear,5062,100
3,1360.234750652534,0.031757230922579226,0.13300926344691805,0.04202720564577842,0.1286483456282,min_df5_sublinear,5062,100
4,1343.7387053845096,0.01809482842737115,0.14150983280035756,0.054433673098754444,0.13546486036290153,min_df5_sublinear,5062,100
5,1329.0997395763998,0.01975516883599588,0.1768683324717621,0.06594854946722965,0.1694092478751085,min_df5_sublinear,5062,100
6,1320.490156137037,0.024036721206145424,0.20363111081625407,0.06985671273979474,0.1947506144418917,min_df5_sublinear,5062,100
7,1308.015990362383,0.02267580240706797,0.2249465473079123,0.09364839481624679,0.21500753790256424,min_df5_sublinear,5062,100
8,1295.4541711279146,0.031014333027747237,0.23955067679057548,0.08944692757542963,0.2280157930565604,min_df5_sublinear,5062,100
9,1284.122723236437,0.025754034857462638,0.21988351707387838,0.08239079713113014,0.20682290123950395,min_df5_sublinear,5062,100
10,1275.3909655803523,0.018936969689725407,0.24283033226454992,0.10335047510866326,0.22897056694329637,min_df5_sublinear,5062,100
11,1264.214618578275,0.02035315650157259,0.26352789587971814,0.10983578976841149,0.2487069747845994,min_df5_sublinear,5062,100
12,1255.8118791580582,0.02390773476173596,0.26310354899418764,0.10531344253525635,0.2468619122766523,min_df5_sublinear,5062,100
